nxny;maxIter;elapsed;total_cost
16384;200000;7.242265;112.208878
65536;200000;7.491869;433.881805
262144;200000;13.180935;986.450745
1048576;200000;53.904195;964.848267
4194304;200000;191.865906;1084.285767
16777216;200000;748.253500;1112.122925
67108864;200000;2980.809750;1116.676270
